Area,Variable Name,Year,Value
Afghanistan,Population density,2007,41.51048617
Afghanistan,Population density,2012,47.73056398
Afghanistan,Population density,2017,55.59555341
Afghanistan,SDG 6.4.2. Water Stress,1977,35.82212923
Afghanistan,SDG 6.4.2. Water Stress,1982,53.15822984
Afghanistan,SDG 6.4.2. Water Stress,1987,70.49433045
Afghanistan,SDG 6.4.2. Water Stress,1992,63.33778829
Afghanistan,SDG 6.4.2. Water Stress,1997,56.18124613
Afghanistan,SDG 6.4.2. Water Stress,2002,54.75701944
Afghanistan,SDG 6.4.2. Water Stress,2007,54.75701944
Afghanistan,SDG 6.4.2. Water Stress,2012,54.75701944
Afghanistan,SDG 6.4.2. Water Stress,2017,54.75701944
Afghanistan,Total renewable water resources per capita,1977,4960.024465
Afghanistan,Total renewable water resources per capita,1982,5071.209626
Afghanistan,Total renewable water resources per capita,1987,5629.696117
Afghanistan,Total renewable water resources per capita,1992,4510.012947
Afghanistan,Total renewable water resources per capita,1997,3374.984489
Afghanistan,Total renewable water resources per capita,2002,2890.609479
Afghanistan,Total renewable water resources per capita,2007,2410.653428
Afghanistan,Total renewable water resources per capita,2012,2096.505623
Afghanistan,Total renewable water resources per capita,2017,1799.917253
Afghanistan,Total population with access to safe drinking-water (JMP),1992,21.3
Afghanistan,Total population with access to safe drinking-water (JMP),1997,25
Afghanistan,Total population with access to safe drinking-water (JMP),2002,33.8
Afghanistan,Total population with access to safe drinking-water (JMP),2007,42.6
Afghanistan,Total population with access to safe drinking-water (JMP),2012,51.6
Afghanistan,Total population with access to safe drinking-water (JMP),2017,55.3
Albania,Agricultural water withdrawal,1992,0.868
Albania,Agricultural water withdrawal,1997,0.826
Albania,Agricultural water withdrawal,2002,0.8792
Albania,Agricultural water withdrawal,2007,0.5312
Albania,Agricultural water withdrawal,2012,0.5992
Albania,Agricultural water withdrawal,2017,0.905
Albania,"Agriculture, value added (% GDP)",1977,38.318367
Albania,"Agriculture, value added (% GDP)",1982,36.800789
Albania,"Agriculture, value added (% GDP)",1987,38.54186
Albania,"Agriculture, value added (% GDP)",1992,56.172816
Albania,"Agriculture, value added (% GDP)",1997,31.543343
Albania,"Agriculture, value added (% GDP)",2002,22.025174
Albania,"Agriculture, value added (% GDP)",2007,17.153623
Albania,"Agriculture, value added (% GDP)",2012,18.766799
Albania,"Agriculture, value added (% GDP)",2017,19.01433
Albania,GDP per capita,1977,1096.460184
Albania,GDP per capita,1982,817.850818
Albania,GDP per capita,1987,761.91567
Albania,GDP per capita,1992,467.862514
Albania,GDP per capita,1997,719.244989
Albania,GDP per capita,2002,1396.545492
Albania,GDP per capita,2007,3530.969114
Albania,GDP per capita,2012,4219.046254
Albania,GDP per capita,2017,4445.132198
Albania,Industrial water withdrawal,1992,0.12548
Albania,Industrial water withdrawal,1997,0.18918
Albania,Industrial water withdrawal,2002,0.22916
Albania,Industrial water withdrawal,2007,0.2318
Albania,Industrial water withdrawal,2012,0.2318
Albania,Industrial water withdrawal,2017,0.2318
Albania,National Rainfall Index (NRI),1977,1329.6
Albania,National Rainfall Index (NRI),1982,1150
Albania,National Rainfall Index (NRI),1987,950.6
Albania,National Rainfall Index (NRI),1992,946.1
Albania,National Rainfall Index (NRI),1997,1084.125
Albania,National Rainfall Index (NRI),2002,1136
Albania,National Rainfall Index (NRI),2007,1136
Albania,National Rainfall Index (NRI),2012,1136
Albania,National Rainfall Index (NRI),2017,1136
Albania,Population density,1977,87.60643478
Albania,Population density,1982,97.05304348
Albania,Population density,1987,108.6919652
Albania,Population density,1992,112.9003826
Albania,Population density,1997,107.8174609
Albania,Population density,2002,108.7369391
Albania,Population density,2007,105.5303652
Albania,Population density,2012,101.3598609
Albania,Population density,2017,104.0089794
Albania,SDG 6.4.2. Water Stress,1992,7.112740385
Albania,SDG 6.4.2. Water Stress,1997,8.596514423
Albania,SDG 6.4.2. Water Stress,2002,9.994711539
Albania,SDG 6.4.2. Water Stress,2007,7.620432692
Albania,SDG 6.4.2. Water Stress,2012,7.183834135
Albania,SDG 6.4.2. Water Stress,2017,7.139423077
Albania,Total renewable water resources per capita,1977,11990.38387
Albania,Total renewable water resources per capita,1982,10823.30595
Albania,Total renewable water resources per capita,1987,9664.327814
Albania,Total renewable water resources per capita,1992,9304.085233
Albania,Total renewable water resources per capita,1997,9742.714901
Albania,Total renewable water resources per capita,2002,9660.33062
Albania,Total renewable water resources per capita,2007,9953.862857
Albania,Total renewable water resources per capita,2012,10363.41974
Albania,Total renewable water resources per capita,2017,10470.95368
Albania,Total population with access to safe drinking-water (JMP),1992,
Albania,Total population with access to safe drinking-water (JMP),1997,95.8
Albania,Total population with access to safe drinking-water (JMP),2002,96.1
Albania,Total population with access to safe drinking-water (JMP),2007,95.9
Albania,Total population with access to safe drinking-water (JMP),2012,95.4
Albania,Total population with access to safe drinking-water (JMP),2017,95.1
Algeria,Agricultural water withdrawal,1982,2.368
Algeria,Agricultural water withdrawal,1987,2.634
Algeria,Agricultural water withdrawal,1992,2.845818182
Algeria,Agricultural water withdrawal,1997,3.210363636
Algeria,Agricultural water withdrawal,2002,3.637272727
Algeria,Agricultural water withdrawal,2007,4.313636364
Algeria,Agricultural water withdrawal,2012,4.99
Algeria,Agricultural water withdrawal,2017,6.671
Algeria,"Agriculture, value added (% GDP)",1977,8.552226
Algeria,"Agriculture, value added (% GDP)",1982,7.858088
Algeria,"Agriculture, value added (% GDP)",1987,10.293075
Algeria,"Agriculture, value added (% GDP)",1992,12.099304
Algeria,"Agriculture, value added (% GDP)",1997,8.839552
Algeria,"Agriculture, value added (% GDP)",2002,9.310262
Algeria,"Agriculture, value added (% GDP)",2007,7.570631
Algeria,"Agriculture, value added (% GDP)",2012,8.770688
Algeria,"Agriculture, value added (% GDP)",2017,11.946213
Algeria,GDP per capita,1977,1186.586818
Algeria,GDP per capita,1982,2191.655233
Algeria,GDP per capita,1987,2689.767345
Algeria,GDP per capita,1992,1806.60696
Algeria,GDP per capita,1997,1608.348646
Algeria,GDP per capita,2002,1775.875268
Algeria,GDP per capita,2007,3935.183362
Algeria,GDP per capita,2012,5565.136948
Algeria,GDP per capita,2017,4051.244377
Algeria,Industrial water withdrawal,1982,0.128
Algeria,Industrial water withdrawal,1987,0.356
Algeria,Industrial water withdrawal,1992,0.644
Algeria,Industrial water withdrawal,1997,0.554
Algeria,Industrial water withdrawal,2002,0.485833333
Algeria,Industrial water withdrawal,2007,0.450416667
Algeria,Industrial water withdrawal,2012,0.415
Algeria,Industrial water withdrawal,2017,0.191
Algeria,National Rainfall Index (NRI),1977,307.75
Algeria,National Rainfall Index (NRI),1982,310.74
Algeria,National Rainfall Index (NRI),1987,292.9666667
Algeria,National Rainfall Index (NRI),1992,291.45
Algeria,National Rainfall Index (NRI),1997,247.3
Algeria,National Rainfall Index (NRI),2002,241.5
Algeria,National Rainfall Index (NRI),2007,241.5
Algeria,National Rainfall Index (NRI),2012,241.5
Algeria,National Rainfall Index (NRI),2017,241.5
Algeria,Population density,1977,7.38237759
Algeria,Population density,1982,8.587378135
Algeria,Population density,1987,9.981897268
Algeria,Population density,1992,11.34814295
Algeria,Population density,1997,12.48792018
Algeria,Population density,2002,13.37472142
Algeria,Population density,2007,14.34538279
Algeria,Population density,2012,15.69604365
Algeria,Population density,2017,17.37771083
Algeria,SDG 6.4.2. Water Stress,1977,37.99071338
Algeria,SDG 6.4.2. Water Stress,1982,45.02603067
Algeria,SDG 6.4.2. Water Stress,1987,54.87547488
Algeria,SDG 6.4.2. Water Stress,1992,65.78610077
Algeria,SDG 6.4.2. Water Stress,1997,74.20801515
Algeria,SDG 6.4.2. Water Stress,2002,85.03737246
Algeria,SDG 6.4.2. Water Stress,2007,97.46451429
Algeria,SDG 6.4.2. Water Stress,2012,109.7509498
Algeria,SDG 6.4.2. Water Stress,2017,137.9203602
Algeria,Total renewable water resources per capita,1977,663.5422681
Algeria,Total renewable water resources per capita,1982,570.432499
Algeria,Total renewable water resources per capita,1987,490.740331
Algeria,Total renewable water resources per capita,1992,431.6582536
Algeria,Total renewable water resources per capita,1997,392.2606407
Algeria,Total renewable water resources per capita,2002,366.2520822
Algeria,Total renewable water resources per capita,2007,341.4701192
Algeria,Total renewable water resources per capita,2012,312.0862607
Algeria,Total renewable water resources per capita,2017,281.8852044
Algeria,Total population with access to safe drinking-water (JMP),1992,91.7
Algeria,Total population with access to safe drinking-water (JMP),1997,90.5
Algeria,Total population with access to safe drinking-water (JMP),2002,88.8
Algeria,Total population with access to safe drinking-water (JMP),2007,87
Algeria,Total population with access to safe drinking-water (JMP),2012,84.9
Algeria,Total population with access to safe drinking-water (JMP),2017,83.6
Andorra,"Agriculture, value added (% GDP)",1977,0.397396
Andorra,"Agriculture, value added (% GDP)",1982,0.397593
Andorra,"Agriculture, value added (% GDP)",1987,0.398209
Andorra,"Agriculture, value added (% GDP)",1992,0.396444
Andorra,"Agriculture, value added (% GDP)",1997,0.352469
Andorra,"Agriculture, value added (% GDP)",2002,0.406166
Andorra,"Agriculture, value added (% GDP)",2007,0.399345
Andorra,"Agriculture, value added (% GDP)",2012,0.612256
Andorra,"Agriculture, value added (% GDP)",2017,0.483532
Andorra,GDP per capita,1977,9807.150739
Andorra,GDP per capita,1982,12160.71913
Andorra,GDP per capita,1987,15963.13068
Andorra,GDP per capita,1992,25999.0836
Andorra,GDP per capita,1997,23223.54668
Andorra,GDP per capita,2002,24742.61901
Andorra,GDP per capita,2007,48580.37453
Andorra,GDP per capita,2012,38391.43234
Andorra,GDP per capita,2017,39249.68902
Andorra,Population density,1977,69.72553191
Andorra,Population density,1982,83.2212766
Andorra,Population density,1987,103.0957447
Andorra,Population density,1992,125.293617
Andorra,Population density,1997,136.8659574
Andorra,Population density,2002,149.0404255
Andorra,Population density,2007,175.9234043
Andorra,Population density,2012,175.3765957
Andorra,Population density,2017,163.8319149
Andorra,Total renewable water resources per capita,1977,9630.465961
Andorra,Total renewable water resources per capita,1982,8068.722197
Andorra,Total renewable water resources per capita,1987,6513.259726
Andorra,Total renewable water resources per capita,1992,5359.326179
Andorra,Total renewable water resources per capita,1997,4906.182474
Andorra,Total renewable water resources per capita,2002,4505.417636
Andorra,Total renewable water resources per capita,2007,3816.941609
Andorra,Total renewable water resources per capita,2012,3828.842491
Andorra,Total renewable water resources per capita,2017,4098.64807
Andorra,Total population with access to safe drinking-water (JMP),1992,100
Andorra,Total population with access to safe drinking-water (JMP),1997,100
Andorra,Total population with access to safe drinking-water (JMP),2002,100
Andorra,Total population with access to safe drinking-water (JMP),2007,100
Andorra,Total population with access to safe drinking-water (JMP),2012,100
Andorra,Total population with access to safe drinking-water (JMP),2017,100
Angola,Agricultural water withdrawal,1987,0.365
Angola,Agricultural water withdrawal,1992,0.305384615
Angola,Agricultural water withdrawal,1997,0.245769231
Angola,Agricultural water withdrawal,2002,0.18468
Angola,Agricultural water withdrawal,2007,0.1467
Angola,Agricultural water withdrawal,2012,0.1467
Angola,Agricultural water withdrawal,2017,0.1467
Angola,"Agriculture, value added (% GDP)",1977,14.164793
Angola,"Agriculture, value added (% GDP)",1982,13.950954
Angola,"Agriculture, value added (% GDP)",1987,12.795538
Angola,"Agriculture, value added (% GDP)",1992,14.322324
Angola,"Agriculture, value added (% GDP)",1997,9.018265
Angola,"Agriculture, value added (% GDP)",2002,5.83955
Angola,"Agriculture, value added (% GDP)",2007,5.242278
Angola,"Agriculture, value added (% GDP)",2012,6.06963
Angola,"Agriculture, value added (% GDP)",2017,10.016996
Angola,GDP per capita,1977,534.280069
Angola,GDP per capita,1982,698.487595
Angola,GDP per capita,1987,877.477552
Angola,GDP per capita,1992,1433.185424
Angola,GDP per capita,1997,677.765494
Angola,GDP per capita,2002,869.851352
Angola,GDP per capita,2007,3108.266911
Angola,GDP per capita,2012,5102.492352
Angola,GDP per capita,2017,4100.291004
Angola,Industrial water withdrawal,1987,0.048
Angola,Industrial water withdrawal,1992,0.1005
Angola,Industrial water withdrawal,1997,0.153
Angola,Industrial water withdrawal,2002,0.20654
Angola,Industrial water withdrawal,2007,0.2396
Angola,Industrial water withdrawal,2012,0.2396
Angola,Industrial water withdrawal,2017,0.2396
Angola,National Rainfall Index (NRI),1977,1113.285714
Angola,National Rainfall Index (NRI),1982,1024
Angola,National Rainfall Index (NRI),1987,1113
Angola,National Rainfall Index (NRI),1992,1101
Angola,National Rainfall Index (NRI),1997,1114.2
Angola,National Rainfall Index (NRI),2002,1137
Angola,National Rainfall Index (NRI),2007,1137
Angola,National Rainfall Index (NRI),2012,1137
Angola,National Rainfall Index (NRI),2017,1137
Angola,Population density,1977,6.042941365
Angola,Population density,1982,7.181318681
Angola,Population density,1987,8.574035454
Angola,Population density,1992,10.15269592
Angola,Population density,1997,11.92874789
Angola,Population density,2002,14.05263255
Angola,Population density,2007,16.7685594
Angola,Population density,2012,20.13951311
Angola,Population density,2017,23.9165525
Angola,SDG 6.4.2. Water Stress,1987,1.273209549
Angola,SDG 6.4.2. Water Stress,1992,1.436849623
Angola,SDG 6.4.2. Water Stress,1997,1.600489696
Angola,SDG 6.4.2. Water Stress,2002,1.76795756
Angola,SDG 6.4.2. Water Stress,2007,1.871883289
Angola,SDG 6.4.2. Water Stress,2012,1.871883289
Angola,SDG 6.4.2. Water Stress,2017,1.871883289
Angola,Total renewable water resources per capita,1977,19698.06477
Angola,Total renewable water resources per capita,1982,16575.54214
Angola,Total renewable water resources per capita,1987,13883.10686
Angola,Total renewable water resources per capita,1992,11724.39827
Angola,Total renewable water resources per capita,1997,9978.771576
Angola,Total renewable water resources per capita,2002,8470.601505
Angola,Total renewable water resources per capita,2007,7098.656933
Angola,Total renewable water resources per capita,2012,5910.483026
Angola,Total renewable water resources per capita,2017,4977.065588
Angola,Total population with access to safe drinking-water (JMP),1992,45.8
Angola,Total population with access to safe drinking-water (JMP),1997,45.8
Angola,Total population with access to safe drinking-water (JMP),2002,45.7
Angola,Total population with access to safe drinking-water (JMP),2007,46.4
Angola,Total population with access to safe drinking-water (JMP),2012,47.8
Angola,Total population with access to safe drinking-water (JMP),2017,49
Antigua and Barbuda,Agricultural water withdrawal,1992,0.001085714
Antigua and Barbuda,Agricultural water withdrawal,1997,0.0013
Antigua and Barbuda,Agricultural water withdrawal,2002,0.0013
Antigua and Barbuda,Agricultural water withdrawal,2007,0.001442857
Antigua and Barbuda,Agricultural water withdrawal,2012,0.0018
Antigua and Barbuda,Agricultural water withdrawal,2017,0.0018
Antigua and Barbuda,"Agriculture, value added (% GDP)",1977,4.726079
Antigua and Barbuda,"Agriculture, value added (% GDP)",1982,2.566195
Antigua and Barbuda,"Agriculture, value added (% GDP)",1987,1.907671
Antigua and Barbuda,"Agriculture, value added (% GDP)",1992,1.802679
Antigua and Barbuda,"Agriculture, value added (% GDP)",1997,1.718978
Antigua and Barbuda,"Agriculture, value added (% GDP)",2002,1.730921
Antigua and Barbuda,"Agriculture, value added (% GDP)",2007,1.605891
Antigua and Barbuda,"Agriculture, value added (% GDP)",2012,1.898847
Antigua and Barbuda,"Agriculture, value added (% GDP)",2017,1.793599
Antigua and Barbuda,GDP per capita,1977,1109.072181
Antigua and Barbuda,GDP per capita,1982,2326.163286
Antigua and Barbuda,GDP per capita,1987,4969.770419
Antigua and Barbuda,GDP per capita,1992,7296.556644
Antigua and Barbuda,GDP per capita,1997,8755.174604
Antigua and Barbuda,GDP per capita,2002,9440.352879
Antigua and Barbuda,GDP per capita,2007,14365.77909
Antigua and Barbuda,GDP per capita,2012,12399.10462
Antigua and Barbuda,GDP per capita,2017,14390.24603
Antigua and Barbuda,Industrial water withdrawal,1992,0.001106667
Antigua and Barbuda,Industrial water withdrawal,1997,0.001373333
Antigua and Barbuda,Industrial water withdrawal,2002,0.00164
Antigua and Barbuda,Industrial water withdrawal,2007,0.002
Antigua and Barbuda,Industrial water withdrawal,2012,0.0025
Antigua and Barbuda,Industrial water withdrawal,2017,0.0025
Antigua and Barbuda,Population density,1977,141.2704545
Antigua and Barbuda,Population density,1982,140.4068182
Antigua and Barbuda,Population density,1987,140.2659091
Antigua and Barbuda,Population density,1992,146.525
Antigua and Barbuda,Population density,1997,162.9636364
Antigua and Barbuda,Population density,2002,177.9431818
Antigua and Barbuda,Population density,2007,190.9681818
Antigua and Barbuda,Population density,2012,205.475
Antigua and Barbuda,Population density,2017,216.8772727
Antigua and Barbuda,SDG 6.4.2. Water Stress,1992,4.141025641
Antigua and Barbuda,SDG 6.4.2. Water Stress,1997,6.320512821
Antigua and Barbuda,SDG 6.4.2. Water Stress,2002,8.5
Antigua and Barbuda,SDG 6.4.2. Water Stress,2007,9.423076923
Antigua and Barbuda,SDG 6.4.2. Water Stress,2012,8.461538462
Antigua and Barbuda,SDG 6.4.2. Water Stress,2017,8.461538462
Antigua and Barbuda,Total renewable water resources per capita,1977,836.5642948
Antigua and Barbuda,Total renewable water resources per capita,1982,841.7099662
Antigua and Barbuda,Total renewable water resources per capita,1987,842.5555358
Antigua and Barbuda,Total renewable water resources per capita,1992,806.5641917
Antigua and Barbuda,Total renewable water resources per capita,1997,725.2036149
Antigua and Barbuda,Total renewable water resources per capita,2002,664.1547992
Antigua and Barbuda,Total renewable water resources per capita,2007,618.8560684
Antigua and Barbuda,Total renewable water resources per capita,2012,575.163977
Antigua and Barbuda,Total renewable water resources per capita,2017,544.9248632
Antigua and Barbuda,Total population with access to safe drinking-water (JMP),1992,97.5
Antigua and Barbuda,Total population with access to safe drinking-water (JMP),1997,97.6
Antigua and Barbuda,Total population with access to safe drinking-water (JMP),2002,97.7
Antigua and Barbuda,Total population with access to safe drinking-water (JMP),2007,97.9
Antigua and Barbuda,Total population with access to safe drinking-water (JMP),2012,97.9
Antigua and Barbuda,Total population with access to safe drinking-water (JMP),2017,97.9
Argentina,Agricultural water withdrawal,1976,
Argentina,Agricultural water withdrawal,1997,21.52
Argentina,Agricultural water withdrawal,2002,22.68545455
Argentina,Agricultural water withdrawal,2007,25.59909091
Argentina,Agricultural water withdrawal,2012,27.93
Argentina,Agricultural water withdrawal,2017,27.93
Argentina,"Agriculture, value added (% GDP)",1977,7.019216
Argentina,"Agriculture, value added (% GDP)",1982,8.318905
Argentina,"Agriculture, value added (% GDP)",1987,7.017414
Argentina,"Agriculture, value added (% GDP)",1992,5.193747
Argentina,"Agriculture, value added (% GDP)",1997,4.527197
Argentina,"Agriculture, value added (% GDP)",2002,8.84866
Argentina,"Agriculture, value added (% GDP)",2007,7.452354
Argentina,"Agriculture, value added (% GDP)",2012,5.781744
Argentina,"Agriculture, value added (% GDP)",2017,5.478382
Argentina,GDP per capita,1977,2293.834201
Argentina,GDP per capita,1982,3002.052353
Argentina,GDP per capita,1987,3764.20729
Argentina,GDP per capita,1992,7366.759988
Argentina,GDP per capita,1997,8861.217104
Argentina,GDP per capita,2002,2918.591423
Argentina,GDP per capita,2007,7249.274928
Argentina,GDP per capita,2012,13811.78016
Argentina,GDP per capita,2017,14517.29125
Argentina,Industrial water withdrawal,1976,
Argentina,Industrial water withdrawal,1997,3.09
Argentina,Industrial water withdrawal,2002,3.979545455
Argentina,Industrial water withdrawal,2007,3.990909091
Argentina,Industrial water withdrawal,2012,4
Argentina,Industrial water withdrawal,2017,4
Argentina,National Rainfall Index (NRI),1977,880.475
Argentina,National Rainfall Index (NRI),1982,942.7333333
Argentina,National Rainfall Index (NRI),1987,963.7
Argentina,National Rainfall Index (NRI),1992,938.3714286
Argentina,National Rainfall Index (NRI),1997,887.3
Argentina,National Rainfall Index (NRI),2002,1062
Argentina,National Rainfall Index (NRI),2007,1062
Argentina,National Rainfall Index (NRI),2012,1062
Argentina,National Rainfall Index (NRI),2017,1062
Argentina,Population density,1977,9.589051216
Argentina,Population density,1982,10.35626097
Argentina,Population density,1987,11.21580168
Argentina,Population density,1992,12.0591735
Argentina,Population density,1997,12.82456805
Argentina,Population density,2002,13.55263595
Argentina,Population density,2007,14.27287261
Argentina,Population density,2012,15.01769386
Argentina,Population density,2017,15.80245288
Argentina,SDG 6.4.2. Water Stress,1977,7.67161773
Argentina,SDG 6.4.2. Water Stress,1982,7.743167707
Argentina,SDG 6.4.2. Water Stress,1987,7.814717684
Argentina,SDG 6.4.2. Water Stress,1992,7.886073454
Argentina,SDG 6.4.2. Water Stress,1997,8.127363778
Argentina,SDG 6.4.2. Water Stress,2002,8.794229401
Argentina,SDG 6.4.2. Water Stress,2007,9.717542196
Argentina,SDG 6.4.2. Water Stress,2012,10.45666408
Argentina,SDG 6.4.2. Water Stress,2017,10.45666408
Argentina,Total renewable water resources per capita,1977,32865.4934
Argentina,Total renewable water resources per capita,1982,30430.76071
Argentina,Total renewable water resources per capita,1987,28098.6512
Argentina,Total renewable water resources per capita,1992,26133.54053
Argentina,Total renewable water resources per capita,1997,24573.84126
Argentina,Total renewable water resources per capita,2002,23253.6977
Argentina,Total renewable water resources per capita,2007,22080.2713
Argentina,Total renewable water resources per capita,2012,20985.17272
Argentina,Total renewable water resources per capita,2017,19943.0368
Argentina,Total population with access to safe drinking-water (JMP),1992,94.3
Argentina,Total population with access to safe drinking-water (JMP),1997,95.6
Argentina,Total population with access to safe drinking-water (JMP),2002,96.7
Argentina,Total population with access to safe drinking-water (JMP),2007,97.7
Argentina,Total population with access to safe drinking-water (JMP),2012,98.6
Argentina,Total population with access to safe drinking-water (JMP),2017,99.1
Armenia,Agricultural water withdrawal,1997,1.7116
Armenia,Agricultural water withdrawal,2002,1.14
Armenia,Agricultural water withdrawal,2007,1.89
Armenia,Agricultural water withdrawal,2012,2.108
Armenia,Agricultural water withdrawal,2017,2.127
Armenia,"Agriculture, value added (% GDP)",1992,28.303063
Armenia,"Agriculture, value added (% GDP)",1997,27.567149
Armenia,"Agriculture, value added (% GDP)",2002,21.997248
Armenia,"Agriculture, value added (% GDP)",2007,17.094531
Armenia,"Agriculture, value added (% GDP)",2012,17.912682
Armenia,"Agriculture, value added (% GDP)",2017,14.99426
Armenia,GDP per capita,1992,363.653731
Armenia,GDP per capita,1997,557.761578
Armenia,GDP per capita,2002,835.283238
Armenia,GDP per capita,2007,3347.296067
Armenia,GDP per capita,2012,3684.805034
Armenia,GDP per capita,2017,3933.682101
Armenia,Industrial water withdrawal,1997,0.1076
Armenia,Industrial water withdrawal,2002,0.0766
Armenia,Industrial water withdrawal,2007,0.13802
Armenia,Industrial water withdrawal,2012,0.2322
Armenia,Industrial water withdrawal,2017,0.1224
Armenia,National Rainfall Index (NRI),1992,416.2
Armenia,National Rainfall Index (NRI),1997,373.5
Armenia,National Rainfall Index (NRI),2002,352.1
Armenia,National Rainfall Index (NRI),2007,352.1
Armenia,National Rainfall Index (NRI),2012,352.1
Armenia,National Rainfall Index (NRI),2017,352.1
Armenia,Population density,1992,115.7638534
Armenia,Population density,1997,105.3493275
Armenia,Population density,2002,102.0167451
Armenia,Population density,2007,98.60854069
Armenia,Population density,2012,96.98164089
Armenia,Population density,2017,99.01785474
Armenia,SDG 6.4.2. Water Stress,1997,37.32096026
Armenia,SDG 6.4.2. Water Stress,2002,34.9404882
Armenia,SDG 6.4.2. Water Stress,2007,60.762558
Armenia,SDG 6.4.2. Water Stress,2012,59.33024006
Armenia,SDG 6.4.2. Water Stress,2017,57.79705467
Armenia,Total renewable water resources per capita,1992,2256.582328
Armenia,Total renewable water resources per capita,1997,2479.661446
Armenia,Total renewable water resources per capita,2002,2560.66458
Armenia,Total renewable water resources per capita,2007,2649.168763
Armenia,Total renewable water resources per capita,2012,2693.609464
Armenia,Total renewable water resources per capita,2017,2638.217789
Armenia,Total population with access to safe drinking-water (JMP),1992,90.7
Armenia,Total population with access to safe drinking-water (JMP),1997,91
Armenia,Total population with access to safe drinking-water (JMP),2002,93.7
Armenia,Total population with access to safe drinking-water (JMP),2007,96.7
Armenia,Total population with access to safe drinking-water (JMP),2012,99.7
Armenia,Total population with access to safe drinking-water (JMP),2017,100
Australia,Agricultural water withdrawal,1975,
Australia,Agricultural water withdrawal,1997,15.406
Australia,Agricultural water withdrawal,2002,14.3325
Australia,Agricultural water withdrawal,2007,9.777
Australia,Agricultural water withdrawal,2012,9.587
Australia,Agricultural water withdrawal,2017,10.5
Australia,"Agriculture, value added (% GDP)",1977,4.575774
Australia,"Agriculture, value added (% GDP)",1982,3.723593
Australia,"Agriculture, value added (% GDP)",1987,4.357207
Australia,"Agriculture, value added (% GDP)",1992,3.259315
Australia,"Agriculture, value added (% GDP)",1997,3.038954
Australia,"Agriculture, value added (% GDP)",2002,2.888534
Australia,"Agriculture, value added (% GDP)",2007,2.33863
Australia,"Agriculture, value added (% GDP)",2012,2.278906
Australia,"Agriculture, value added (% GDP)",2017,2.597156
Australia,GDP per capita,1977,8229.067139
Australia,GDP per capita,1982,12772.62927
Australia,GDP per capita,1987,14026.68007
Australia,GDP per capita,1992,18647.39065
Australia,GDP per capita,1997,23634.6236
Australia,GDP per capita,2002,22344.90605
Australia,GDP per capita,2007,47030.84918
Australia,GDP per capita,2012,69701.08158
Australia,GDP per capita,2017,57917.09369
Australia,Industrial water withdrawal,1975,
Australia,Industrial water withdrawal,2002,2.25325
Australia,Industrial water withdrawal,2007,2.475
Australia,Industrial water withdrawal,2012,2.688
Australia,Industrial water withdrawal,2017,2.662
Australia,National Rainfall Index (NRI),1977,768.5
Australia,National Rainfall Index (NRI),1982,679.3
Australia,National Rainfall Index (NRI),1987,660.08
Australia,National Rainfall Index (NRI),1992,674.9666667
